Id,ED_RV_firstorder_Energy,ED_RV_firstorder_Entropy,ED_LV_firstorder_Energy,ED_LV_firstorder_Kurtosis,ED_MY_firstorder_Kurtosis,ES_RV_firstorder_Energy,ES_RV_firstorder_Kurtosis,ES_LV_firstorder_Energy,ES_LV_firstorder_Kurtosis,ES_LV_firstorder_Skewness
101,59165082.0,1.659333657352263,60494839.0,2.2825603410492636,3.211684006317394,27655386.0,1.8437338444661868,15383086.0,1.5832744984323022,-0.2308559046287873
102,232161308.0,1.8128018698594333,135497570.0,3.277500438310814,4.361287294709569,119417019.0,2.617720063347755,47267630.0,1.8689392137382,-0.3234506384433134
103,455184804.0,3.244346048592283,417627376.0,2.1721201659015965,4.91510957520362,178749394.0,1.851132517824216,109354003.0,1.6141775755109895,0.1327467739092993
104,97542910.0,1.9371584635419823,133862442.0,2.6819026457269777,3.815406069310769,43189210.0,2.5141954683651253,26279007.0,1.6314764449919616,0.1641330872705925
105,150958693.0,1.9494525011394013,224315681.0,2.8446423965774925,5.458503568470701,99544005.0,2.9857051235308254,178981213.0,2.504809534502128,-0.6060696941253182
106,32081505.0,1.9265009756781597,69233644.0,1.872808245790679,3.4634539406042344,7547246.0,2.226309387932732,44069971.0,1.8831793417085188,-0.1301161576133334
107,190899885.0,2.043023421265015,182259582.0,2.6022722506007403,6.3454980580710165,115506348.0,2.9697968797454597,76783582.0,1.785155447738887,-0.3526164209968046
108,63101653.0,1.0079313201438838,127075274.0,2.4197719932269997,5.008632014910442,50538551.0,2.080682958597937,105142822.0,2.1808985011814443,-0.5803132211010261
109,134823241.0,1.894593590255243,184443960.0,2.58972060187313,4.684243822719607,38864444.0,2.11635924995096,83913656.0,2.121354894697311,-0.3935062984266992
110,126741912.0,1.60618763353648,167550471.0,2.6202803066585445,3.397467666361157,67865003.0,2.5137766561458297,55064237.0,1.5770084259613817,-0.1287675379486713
111,66971567.0,2.092574155129177,86861911.0,2.488707803831107,5.387300041375987,14201256.0,1.98692897629745,7344630.0,1.958471675741776,0.3960051562316439
112,61169169.0,1.584025462995497,151367631.0,3.0495093573804404,3.9608890484056047,30141541.0,2.492452647136699,93137314.0,2.369488729395523,-0.727155711429146
113,109494918.0,1.6215464931316144,157843773.0,2.8343464644594123,3.0481373302484687,57104044.0,2.289422966200417,88316509.0,2.5010109596443404,-0.6304739679153906
114,263677666.0,2.088378585457484,89743862.0,2.006763923380507,4.024728460107437,123179534.0,3.0866138285666302,25589173.0,2.171356647716063,-0.5775072231519878
115,109886998.0,1.8956339550639547,133582267.0,2.9677676174058214,4.910937477488683,33330257.0,2.756264574056052,20401813.0,1.865920637322824,0.0919656467579703
116,77763100.0,0.9708246360598648,191990742.0,3.240108670577441,4.384416958108464,29946866.0,2.364522183182894,128762711.0,2.966602653853146,-0.4845910460689347
117,173377928.0,1.6606092634054972,69163747.0,3.229691685038229,4.021926498587538,83059405.0,2.9951182026960157,18096254.0,1.6000613481880772,-0.2002028104364004
118,319975293.0,1.7806833205247574,127525586.0,2.315160349486262,4.540565930195896,195509061.0,2.5040612665727164,50474819.0,1.7784812809926525,-0.1019026041440588
119,169264139.0,2.018985973605752,168646205.0,3.4220967010469043,3.9052833253059287,108797339.0,2.416252069072784,71273433.0,2.12958206116468,-0.5894870357571168
120,39686262.0,1.9305137181409204,104046342.0,2.406413196048457,4.349207176690002,19307965.0,1.7591593949048554,80621823.0,2.3390400926498676,-0.5944687318045104
121,62910978.0,2.152257081237033,82627804.0,2.2560625938987746,4.111492214628415,24734075.0,1.90799183615041,14691883.0,1.418390529860578,0.0440155985783455
122,155286774.0,2.185144249842706,186549281.0,3.0889500990736467,5.643201047571452,53570156.0,2.6239190243634143,91035889.0,2.1716227865264295,-0.626945820775557
123,146323779.0,2.1068612152306856,171087545.0,2.798611066897758,4.275558985597236,86479948.0,3.389106472782687,57725541.0,1.835139281172811,-0.2654577515945988
124,93025944.0,1.9965125300987472,180931267.0,2.3963540158391603,4.213983245019261,46980757.0,2.1705153231061196,102306881.0,2.7247784439435496,-0.8990691897452666
125,55072315.0,1.859227122570188,70201141.0,1.9201061330936784,3.2928371713537543,15213966.0,1.640056968869492,7509067.0,2.2890495665855912,0.6183135439196392
126,60262609.0,1.4104957935179157,172679093.0,2.949182622686687,3.3428669986946877,43839895.0,2.4263679381936187,141789762.0,2.8727510286464293,-0.5619064490787676
127,157666905.0,2.0471237302427427,78924537.0,3.0619500532243693,4.4173693488907855,85223992.0,2.7989470647641066,31624341.0,2.196305291315713,-0.2709599227397076
128,122432956.0,1.8074945611323532,124245136.0,2.8457264862238243,5.423698142793162,45142510.0,1.867828060757894,44156852.0,1.7505615204440648,-0.3019810612127859
129,43276724.0,1.3295314677598626,107066762.0,2.4662520014315095,5.386106063690305,22370651.0,2.3653487710928,28474664.0,2.0423919726632356,0.34372700045589
130,59462945.0,1.946045569953445,52705129.0,2.4292814672750445,3.999434778298224,25379796.0,2.545468692500336,11647599.0,1.856727891032065,0.2065189006011025
131,75084730.0,1.7963943488478014,46606010.0,2.4000198623435103,4.886051233768976,34717643.0,2.478394772284433,12241452.0,2.1070501059093933,0.3020502310468734
132,47709520.0,2.6373444245486284,143995380.0,2.389795993581021,6.292913161002503,18928722.0,1.8240121530028388,80459236.0,1.8249522089599757,-0.4024706942694729
133,139803237.0,1.425004157249846,194594586.0,3.324965477784962,4.135855387511825,126111194.0,2.984185482205535,176455637.0,3.295761196585474,-0.3888723409131669
134,79932512.0,1.7599257416093053,101545885.0,2.282127760807814,3.575904241977081,22148917.0,1.660866582577614,9195927.0,2.0861942099508988,0.6527207708427344
135,84243139.0,1.992074331029538,215503852.0,3.239893864710971,3.7059507169934034,30075424.0,2.5453244080835904,149857238.0,2.600822906803433,-0.685006566581653
136,54821752.0,2.7205468172475533,66090063.0,1.545178312332063,5.63614011378749,16209464.0,1.868523343943004,18347517.0,1.672857319074296,-0.1345343860342002
137,71671389.0,1.6435742839659857,53895855.0,2.1753880947054034,3.007227067277626,19826000.0,1.4763080611124857,8237546.0,1.5698751623542426,0.0086696899730545
138,50399675.0,1.8087212630521248,102026253.0,3.077765787299831,3.7219497216426713,24361608.0,2.545634146111974,75272075.0,2.614428064558436,-0.4347387513001495
139,142485565.0,1.991713505173767,172814614.0,3.1697682700726593,4.401565114809146,83429315.0,3.349313735821357,58773669.0,2.156582529400117,-0.3415593702058371
140,54617422.0,1.6420579012958096,63129426.0,1.769852031553782,3.666433792072999,26923095.0,1.687353285704576,13400109.0,2.005043469608849,0.4596811072518832
141,35572531.0,1.593659284107508,91045958.0,2.9395601881086635,5.648829604609124,22590103.0,3.472986307337783,55195462.0,2.60544282349465,-0.5831092168481968
142,55243488.0,2.2116517715866224,185297505.0,3.0922882346511984,3.998392807511227,26663446.0,5.418362465350344,111413690.0,2.815480464933801,0.082030932552492
143,70410496.0,1.8633261044585043,94998954.0,2.434743609136685,5.25718495255555,17338913.0,1.851686371659648,32564656.0,1.8750174230258656,-0.4272692094341013
144,171148499.0,1.832606725432431,208116905.0,3.138718750564148,3.6026180005392043,81049214.0,2.246202610431897,64130653.0,2.0458606331822207,-0.4671852334190359
145,69680594.0,1.5290142155904616,93809970.0,2.367865846542343,3.24538301621993,32363703.0,2.244577913993546,60831364.0,2.4751932154996887,-0.1186370088576443
146,331638056.0,2.40980494648519,207613731.0,2.191565429382625,3.9504685043232106,241827997.0,2.4705162890528856,77787859.0,1.693155113533898,-0.0300862123104516
147,43068351.0,1.2890835975143142,101550415.0,2.5049911006454453,5.690327879412886,23444663.0,1.898652610804271,79854103.0,2.37801849105021,-0.7625494926872411
148,114311778.0,1.9568599344694175,118708945.0,2.1576823163920067,5.111088161565994,61405733.0,2.461673507448558,31397826.0,1.6201054218098123,-0.1366946389172036
149,53088417.0,1.9141498951436968,136459410.0,3.096755105962425,3.529424952492806,23416475.0,1.903421771828822,86651539.0,2.8994724641013088,-0.628756446457916
150,169827433.0,2.088809574879419,311980587.0,2.642281589594799,3.1402631119482396,111682053.0,3.0426837669700424,89889193.0,1.9788806807361463,-0.3307014368736288
